iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,majority_tyranny_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal
1000,7,0.55,,0.11,,0.003,0.997,0.97,0.307,0.027,0.013,0.34,0.785,0.715,0.747,0.727,0.79,0.828,0.986,0.842,0.847,0.981
1000,7,0.55,,0.12,,0.001,0.999,0.956,0.336,0.043,0.027,0.356,0.783,0.725,0.75,0.736,0.778,0.85,0.983,0.867,0.865,0.985
1000,7,0.6,,0.02,,0.511,0.489,0.489,0,0,0,0.296,0.706,0.706,0.633,0.708,0.706,0.988,0.996,0.992,0.988,1
1000,7,0.6,,0.03,,0.142,0.858,0.858,0.011,0,0,0.294,0.703,0.701,0.646,0.703,0.703,0.952,0.992,0.96,0.952,1
1000,7,0.6,,0.04,,0.041,0.959,0.959,0.051,0,0,0.301,0.733,0.728,0.645,0.728,0.734,0.937,0.986,0.951,0.938,0.999
1000,7,0.6,,0.06,,0.01,0.99,0.99,0.135,0,0,0.328,0.731,0.729,0.675,0.736,0.732,0.906,0.987,0.919,0.909,0.997
1000,7,0.6,,0.07,,0.006,0.994,0.99,0.17,0.004,0.001,0.329,0.763,0.743,0.71,0.746,0.762,0.876,0.991,0.885,0.877,0.999
1000,7,0.6,,0.08,,0.003,0.997,0.987,0.232,0.01,0.004,0.357,0.779,0.745,0.726,0.745,0.778,0.858,0.994,0.864,0.861,0.997
1000,7,0.6,,0.1,,0.002,0.998,0.979,0.278,0.019,0.01,0.366,0.781,0.752,0.746,0.757,0.778,0.887,0.989,0.898,0.896,0.991
1000,7,0.6,,0.11,,0.002,0.998,0.971,0.262,0.027,0.015,0.352,0.822,0.775,0.766,0.787,0.817,0.861,0.982,0.879,0.874,0.987
1000,7,0.6,,0.12,,0,1,0.969,0.311,0.031,0.017,0.38,0.82,0.779,0.792,0.785,0.819,0.871,0.986,0.885,0.884,0.987
1000,7,0.7,,0.02,,0.991,0.009,0.009,0,0,0,0.376,0.875,0.875,0.711,0.875,0.875,1,1,1,1,1
1000,7,0.7,,0.03,,0.733,0.267,0.267,0,0,0,0.412,0.879,0.881,0.746,0.879,0.879,0.998,0.998,1,0.998,1
1000,7,0.7,,0.04,,0.397,0.603,0.603,0.002,0,0,0.412,0.868,0.863,0.752,0.862,0.868,0.985,0.993,0.992,0.985,1
1000,7,0.7,,0.06,,0.09,0.91,0.91,0.018,0,0,0.432,0.898,0.886,0.794,0.889,0.898,0.966,0.993,0.973,0.966,1
1000,7,0.7,,0.07,,0.037,0.963,0.963,0.043,0,0,0.455,0.882,0.869,0.786,0.87,0.881,0.953,0.997,0.956,0.954,0.999
1000,7,0.7,,0.08,,0.021,0.979,0.978,0.073,0.001,0.001,0.444,0.886,0.879,0.782,0.881,0.887,0.931,0.99,0.941,0.932,0.999
1000,7,0.7,,0.1,,0.007,0.993,0.992,0.109,0.001,0.001,0.479,0.904,0.881,0.841,0.885,0.904,0.939,0.994,0.945,0.939,1
1000,7,0.7,,0.11,,0.009,0.991,0.975,0.17,0.016,0.012,0.505,0.902,0.864,0.847,0.874,0.901,0.928,0.99,0.938,0.931,0.997
1000,7,0.7,,0.12,,0.003,0.997,0.978,0.18,0.019,0.014,0.509,0.906,0.874,0.863,0.879,0.905,0.924,0.995,0.929,0.927,0.997
1000,7,0.75,,0.02,,0.998,0.002,0.002,0,0,0,0.478,0.923,0.923,0.757,0.923,0.923,1,1,1,1,1
1000,7,0.75,,0.03,,0.879,0.121,0.121,0,0,0,0.49,0.918,0.918,0.766,0.918,0.918,1,1,1,1,1
1000,7,0.75,,0.04,,0.556,0.444,0.444,0,0,0,0.5,0.946,0.943,0.798,0.943,0.946,0.995,1,0.995,0.995,1
1000,7,0.75,,0.06,,0.17,0.83,0.83,0.004,0,0,0.494,0.935,0.935,0.833,0.932,0.935,0.984,0.995,0.989,0.984,1
1000,7,0.75,,0.07,,0.084,0.916,0.916,0.015,0,0,0.524,0.944,0.939,0.838,0.942,0.944,0.977,0.995,0.982,0.977,1
1000,7,0.75,,0.08,,0.032,0.968,0.968,0.025,0,0,0.539,0.943,0.92,0.862,0.926,0.942,0.963,0.992,0.971,0.964,0.999
1000,7,0.75,,0.1,,0.018,0.982,0.976,0.083,0.006,0.006,0.587,0.952,0.926,0.878,0.93,0.953,0.956,0.996,0.96,0.959,0.997
1000,7,0.75,,0.11,,0.009,0.991,0.982,0.111,0.009,0.009,0.582,0.946,0.922,0.885,0.926,0.946,0.956,0.994,0.962,0.962,0.994
1000,7,0.75,,0.12,,0.005,0.995,0.99,0.116,0.005,0.005,0.581,0.954,0.923,0.898,0.93,0.954,0.947,0.993,0.954,0.949,0.998
1000,7,0.8,,0.02,,0.999,0.001,0.001,0,0,0,0.546,0.973,0.973,0.831,0.973,0.973,1,1,1,1,1
1000,7,0.8,,0.03,,0.937,0.063,0.063,0,0,0,0.549,0.969,0.969,0.857,0.969,0.969,1,1,1,1,1
1000,7,0.8,,0.04,,0.618,0.382,0.382,0,0,0,0.589,0.976,0.976,0.855,0.976,0.976,1,1,1,1,1
1000,7,0.8,,0.06,,0.213,0.787,0.787,0.007,0,0,0.602,0.967,0.963,0.882,0.964,0.967,0.99,0.997,0.993,0.99,1
1000,7,0.8,,0.07,,0.106,0.894,0.894,0.008,0,0,0.625,0.979,0.975,0.898,0.975,0.979,0.984,0.996,0.988,0.984,1
1000,7,0.8,,0.08,,0.065,0.935,0.935,0.019,0,0,0.639,0.97,0.968,0.903,0.97,0.97,0.982,0.998,0.984,0.982,1
1000,7,0.8,,0.1,,0.017,0.983,0.982,0.042,0.001,0.001,0.642,0.974,0.967,0.913,0.969,0.974,0.979,0.998,0.981,0.979,1
1000,7,0.8,,0.11,,0.014,0.986,0.982,0.065,0.004,0.004,0.677,0.98,0.96,0.918,0.963,0.98,0.974,0.997,0.977,0.974,1
1000,7,0.8,,0.12,,0.013,0.987,0.985,0.091,0.002,0.002,0.685,0.972,0.95,0.934,0.956,0.971,0.966,0.994,0.972,0.967,0.999
1000,7,0.9,,0.02,,0.992,0.008,0.008,0,0,0,0.774,0.997,0.997,0.924,0.997,0.997,1,1,1,1,1
1000,7,0.9,,0.03,,0.788,0.212,0.212,0.001,0,0,0.779,0.998,0.998,0.938,0.998,0.998,1,1,1,1,1
1000,7,0.9,,0.04,,0.448,0.552,0.552,0,0,0,0.806,0.996,0.996,0.941,0.996,0.996,0.998,1,0.998,0.998,1
1000,7,0.9,,0.06,,0.168,0.832,0.832,0.004,0,0,0.83,0.997,0.999,0.96,0.999,0.997,0.998,1,0.998,0.998,1
1000,7,0.9,,0.07,,0.098,0.902,0.902,0.006,0,0,0.829,0.998,0.995,0.966,0.995,0.998,0.997,1,0.997,0.997,1
1000,7,0.9,,0.08,,0.061,0.939,0.938,0.006,0.001,0.001,0.811,0.999,0.998,0.969,0.999,0.999,0.997,0.999,0.998,0.997,1
1000,7,0.9,,0.1,,0.03,0.97,0.968,0.02,0.002,0.002,0.843,0.996,0.993,0.96,0.993,0.996,0.995,1,0.995,0.995,1
1000,7,0.9,,0.11,,0.015,0.985,0.985,0.035,0,0,0.788,0.997,0.994,0.966,0.996,0.997,0.997,0.998,0.999,0.997,1
1000,7,0.9,,0.12,,0.035,0.965,0.964,0.036,0.001,0.001,0.814,0.996,0.992,0.971,0.994,0.996,0.994,0.998,0.996,0.994,1
1000,7,0.95,,0.02,,0.812,0.188,0.188,0.001,0,0,0.904,1,1,0.982,1,1,1,1,1,1,1
1000,7,0.95,,0.03,,0.446,0.554,0.554,0.002,0,0,0.913,1,1,0.984,1,1,1,1,1,1,1
1000,7,0.95,,0.04,,0.273,0.727,0.727,0.003,0,0,0.896,1,1,0.981,1,1,1,1,1,1,1
1000,7,0.95,,0.06,,0.124,0.876,0.876,0.004,0,0,0.9,1,1,0.977,1,1,1,1,1,1,1
1000,7,0.95,,0.07,,0.09,0.91,0.91,0.008,0,0,0.897,1,0.998,0.981,0.999,1,0.998,0.999,0.999,0.998,1
1000,7,0.95,,0.08,,0.047,0.953,0.953,0.01,0,0,0.881,1,0.999,0.987,0.999,1,0.999,1,0.999,0.999,1
1000,7,0.95,,0.1,,0.042,0.958,0.958,0.006,0,0,0.863,0.999,0.999,0.97,0.999,0.999,1,1,1,1,1
1000,7,0.95,,0.11,,0.03,0.97,0.97,0.017,0,0,0.866,0.997,0.996,0.977,0.996,0.997,0.999,1,0.999,0.999,1
1000,7,0.95,,0.12,,0.032,0.968,0.968,0.028,0,0,0.853,0.994,0.994,0.969,0.996,0.994,0.99,0.998,0.992,0.99,1
1000,7,1,,0.02,,0.389,0.611,0.611,0,0,0,0.981,1,1,1,1,1,1,1,1,1,1
1000,7,1,,0.03,,0.27,0.73,0.73,0.001,0,0,0.971,1,1,0.998,1,1,1,1,1,1,1
1000,7,1,,0.04,,0.206,0.794,0.794,0.001,0,0,0.961,1,1,0.991,1,1,1,1,1,1,1
1000,7,1,,0.06,,0.131,0.869,0.869,0.004,0,0,0.946,1,1,0.991,1,1,1,1,1,1,1
1000,7,1,,0.07,,0.103,0.897,0.897,0.004,0,0,0.94,1,0.999,0.988,0.999,1,0.999,1,0.999,0.999,1
1000,7,1,,0.08,,0.076,0.924,0.924,0.002,0,0,0.931,1,1,0.982,1,1,1,1,1,1,1
1000,7,1,,0.1,,0.056,0.944,0.944,0.016,0,0,0.911,0.999,0.998,0.986,0.999,0.999,0.999,0.999,1,0.999,1
1000,7,1,,0.11,,0.032,0.968,0.968,0.01,0,0,0.885,0.999,0.999,0.986,1,0.999,0.998,0.999,0.999,0.998,1
1000,7,1,,0.12,,0.032,0.968,0.968,0.024,0,0,0.893,0.999,0.999,0.98,0.999,0.999,1,1,1,1,1
1000,9,0.5,,0.02,,0,1,0.997,0.167,0.003,0,0.118,0.55,0.543,0.548,0.544,0.551,0.807,0.997,0.81,0.836,0.971
1000,9,0.5,,0.03,,0,1,0.997,0.148,0.003,0.003,0.116,0.6,0.569,0.574,0.57,0.605,0.811,0.995,0.816,0.842,0.969
1000,9,0.5,,0.04,,0,1,0.997,0.195,0.003,0.002,0.143,0.598,0.601,0.579,0.601,0.602,0.823,0.998,0.825,0.849,0.974
1000,9,0.5,,0.06,,0,1,0.998,0.181,0.002,0,0.166,0.635,0.584,0.611,0.584,0.63,0.811,0.998,0.813,0.85,0.961
1000,9,0.5,,0.07,,0,1,0.993,0.18,0.007,0.004,0.167,0.676,0.647,0.643,0.646,0.674,0.843,0.997,0.846,0.867,0.976
1000,9,0.5,,0.08,,0,1,1,0.153,0,0,0.15,0.698,0.658,0.664,0.663,0.685,0.838,0.995,0.843,0.861,0.977
1000,9,0.5,,0.1,,0,1,0.993,0.168,0.007,0.004,0.179,0.721,0.679,0.669,0.679,0.713,0.826,0.996,0.83,0.858,0.968
1000,9,0.5,,0.11,,0,1,0.994,0.188,0.006,0.005,0.178,0.77,0.738,0.713,0.741,0.777,0.834,0.993,0.841,0.865,0.969
1000,9,0.5,,0.12,,0,1,0.987,0.179,0.013,0.008,0.165,0.785,0.741,0.735,0.744,0.783,0.834,0.997,0.837,0.854,0.98
1000,9,0.55,,0.02,,0.003,0.997,0.997,0.011,0,0,0.135,0.629,0.612,0.599,0.612,0.628,0.909,0.992,0.917,0.91,0.999
1000,9,0.55,,0.03,,0,1,1,0.056,0,0,0.128,0.624,0.616,0.563,0.614,0.621,0.878,0.996,0.882,0.887,0.991
1000,9,0.55,,0.04,,0,1,1,0.088,0,0,0.165,0.688,0.658,0.617,0.658,0.683,0.85,0.996,0.854,0.863,0.987
1000,9,0.55,,0.06,,0,1,0.998,0.134,0.002,0.001,0.143,0.72,0.696,0.658,0.702,0.713,0.848,0.994,0.854,0.867,0.981
1000,9,0.55,,0.07,,0,1,0.998,0.13,0.002,0.002,0.174,0.717,0.708,0.635,0.713,0.714,0.857,0.995,0.862,0.874,0.983
1000,9,0.55,,0.08,,0,1,1,0.154,0,0,0.195,0.759,0.715,0.718,0.718,0.759,0.856,0.997,0.859,0.876,0.98
1000,9,0.55,,0.1,,0,1,0.999,0.14,0.001,0,0.195,0.772,0.737,0.708,0.74,0.766,0.825,0.997,0.828,0.857,0.968
1000,9,0.55,,0.11,,0,1,0.992,0.156,0.008,0.007,0.212,0.787,0.741,0.743,0.741,0.777,0.854,0.996,0.858,0.876,0.978
1000,9,0.55,,0.12,,0,1,0.99,0.157,0.01,0.009,0.217,0.825,0.775,0.745,0.778,0.819,0.852,0.995,0.857,0.874,0.978
1000,9,0.6,,0.02,,0.172,0.828,0.828,0,0,0,0.169,0.758,0.755,0.634,0.754,0.758,0.987,0.999,0.988,0.987,1
1000,9,0.6,,0.03,,0.016,0.984,0.984,0.002,0,0,0.184,0.752,0.745,0.638,0.748,0.752,0.949,0.997,0.952,0.949,1
1000,9,0.6,,0.04,,0.004,0.996,0.996,0.022,0,0,0.192,0.754,0.744,0.68,0.743,0.753,0.908,0.995,0.913,0.909,0.999
1000,9,0.6,,0.06,,0.001,0.999,0.999,0.056,0,0,0.21,0.766,0.752,0.685,0.754,0.762,0.898,0.996,0.902,0.91,0.988
1000,9,0.6,,0.07,,0.001,0.999,0.999,0.07,0,0,0.223,0.77,0.737,0.711,0.735,0.768,0.891,0.998,0.893,0.901,0.99
1000,9,0.6,,0.08,,0,1,0.999,0.083,0.001,0.001,0.233,0.816,0.77,0.738,0.774,0.812,0.892,0.996,0.896,0.902,0.99
1000,9,0.6,,0.1,,0,1,1,0.123,0,0,0.24,0.838,0.814,0.768,0.816,0.835,0.876,0.996,0.88,0.885,0.991
1000,9,0.6,,0.11,,0,1,0.994,0.149,0.006,0.006,0.24,0.844,0.796,0.762,0.798,0.846,0.872,0.996,0.876,0.89,0.982
1000,9,0.6,,0.12,,0,1,0.995,0.143,0.005,0.005,0.278,0.845,0.809,0.795,0.814,0.838,0.874,0.995,0.879,0.895,0.979
1000,9,0.7,,0.02,,0.914,0.086,0.086,0,0,0,0.268,0.906,0.906,0.726,0.906,0.906,1,1,1,1,1
1000,9,0.7,,0.03,,0.385,0.615,0.615,0,0,0,0.289,0.909,0.909,0.763,0.909,0.909,0.998,1,0.998,0.998,1
1000,9,0.7,,0.04,,0.111,0.889,0.889,0,0,0,0.3,0.9,0.895,0.777,0.897,0.9,0.985,0.998,0.987,0.985,1
1000,9,0.7,,0.06,,0.013,0.987,0.987,0.003,0,0,0.296,0.901,0.906,0.779,0.909,0.901,0.973,0.997,0.976,0.973,1
1000,9,0.7,,0.07,,0.002,0.998,0.998,0.009,0,0,0.317,0.906,0.894,0.803,0.895,0.906,0.962,0.997,0.965,0.962,1
1000,9,0.7,,0.08,,0.001,0.999,0.999,0.013,0,0,0.323,0.917,0.909,0.812,0.91,0.917,0.956,0.999,0.957,0.956,1
1000,9,0.7,,0.1,,0.001,0.999,0.997,0.051,0.002,0.002,0.387,0.92,0.897,0.827,0.899,0.92,0.939,0.996,0.943,0.949,0.99
1000,9,0.7,,0.11,,0,1,0.998,0.054,0.002,0.002,0.408,0.943,0.913,0.86,0.915,0.942,0.95,0.998,0.952,0.951,0.999
1000,9,0.7,,0.12,,0.001,0.999,0.998,0.05,0.001,0.001,0.41,0.941,0.92,0.875,0.923,0.942,0.941,0.997,0.944,0.946,0.995
1000,9,0.75,,0.02,,0.974,0.026,0.026,0,0,0,0.353,0.947,0.947,0.78,0.947,0.947,1,1,1,1,1
1000,9,0.75,,0.03,,0.58,0.42,0.42,0,0,0,0.37,0.951,0.95,0.798,0.95,0.951,0.999,1,0.999,0.999,1
1000,9,0.75,,0.04,,0.222,0.778,0.778,0,0,0,0.379,0.948,0.951,0.801,0.951,0.948,0.997,1,0.997,0.997,1
1000,9,0.75,,0.06,,0.018,0.982,0.982,0,0,0,0.394,0.955,0.953,0.839,0.953,0.955,0.988,1,0.988,0.988,1
1000,9,0.75,,0.07,,0.01,0.99,0.99,0.006,0,0,0.437,0.961,0.951,0.872,0.952,0.96,0.978,0.999,0.979,0.979,0.999
1000,9,0.75,,0.08,,0.005,0.995,0.995,0.003,0,0,0.458,0.951,0.939,0.87,0.941,0.951,0.978,0.998,0.98,0.978,1
1000,9,0.75,,0.1,,0.001,0.999,0.999,0.017,0,0,0.477,0.968,0.959,0.894,0.96,0.966,0.977,0.999,0.978,0.979,0.998
1000,9,0.75,,0.11,,0,1,1,0.037,0,0,0.475,0.956,0.945,0.903,0.946,0.954,0.977,0.999,0.978,0.979,0.998
1000,9,0.75,,0.12,,0,1,1,0.051,0,0,0.504,0.971,0.952,0.923,0.953,0.971,0.969,0.999,0.97,0.969,1
1000,9,0.8,,0.02,,0.986,0.014,0.014,0,0,0,0.428,0.987,0.987,0.837,0.987,0.987,1,1,1,1,1
1000,9,0.8,,0.03,,0.675,0.325,0.325,0,0,0,0.443,0.98,0.98,0.84,0.98,0.98,1,1,1,1,1
1000,9,0.8,,0.04,,0.288,0.712,0.712,0,0,0,0.473,0.975,0.973,0.866,0.973,0.975,0.996,1,0.996,0.996,1
1000,9,0.8,,0.06,,0.045,0.955,0.955,0,0,0,0.527,0.984,0.983,0.872,0.983,0.984,0.997,1,0.997,0.997,1
1000,9,0.8,,0.07,,0.017,0.983,0.983,0.001,0,0,0.549,0.979,0.98,0.908,0.98,0.979,0.993,1,0.993,0.993,1
1000,9,0.8,,0.08,,0.003,0.997,0.997,0.001,0,0,0.562,0.982,0.98,0.902,0.981,0.982,0.99,0.997,0.993,0.99,1
1000,9,0.8,,0.1,,0.001,0.999,0.999,0.012,0,0,0.557,0.979,0.977,0.934,0.98,0.979,0.98,0.997,0.983,0.98,1
1000,9,0.8,,0.11,,0.001,0.999,0.999,0.014,0,0,0.56,0.987,0.98,0.927,0.981,0.987,0.985,0.999,0.986,0.985,1
1000,9,0.8,,0.12,,0.002,0.998,0.998,0.022,0,0,0.616,0.982,0.968,0.925,0.969,0.982,0.98,0.997,0.983,0.98,1
1000,9,0.9,,0.02,,0.934,0.066,0.066,0,0,0,0.696,0.999,0.999,0.917,0.999,0.999,1,1,1,1,1
1000,9,0.9,,0.03,,0.491,0.509,0.509,0,0,0,0.731,1,0.999,0.945,1,1,0.999,0.999,1,0.999,1
1000,9,0.9,,0.04,,0.167,0.833,0.833,0,0,0,0.75,0.998,0.998,0.96,0.998,0.998,1,1,1,1,1
1000,9,0.9,,0.06,,0.024,0.976,0.976,0.001,0,0,0.783,1,1,0.958,1,1,1,1,1,1,1
1000,9,0.9,,0.07,,0.018,0.982,0.982,0,0,0,0.778,0.999,0.999,0.972,0.999,0.999,1,1,1,1,1
1000,9,0.9,,0.08,,0.006,0.994,0.994,0,0,0,0.769,0.999,0.997,0.977,0.997,0.999,0.998,1,0.998,0.998,1
1000,9,0.9,,0.1,,0.001,0.999,0.999,0.001,0,0,0.765,0.999,0.994,0.967,0.995,0.999,0.995,0.999,0.996,0.995,1
1000,9,0.9,,0.11,,0,1,1,0,0,0,0.774,0.995,0.995,0.969,0.995,0.995,0.998,1,0.998,0.998,1
1000,9,0.9,,0.12,,0.001,0.999,0.999,0.004,0,0,0.743,0.997,0.991,0.973,0.993,0.998,0.99,0.998,0.992,0.991,0.999
1000,9,0.95,,0.02,,0.506,0.494,0.494,0,0,0,0.889,1,1,0.978,1,1,1,1,1,1,1
1000,9,0.95,,0.03,,0.17,0.83,0.83,0,0,0,0.886,1,1,0.983,1,1,1,1,1,1,1
1000,9,0.95,,0.04,,0.064,0.936,0.936,0,0,0,0.893,1,1,0.984,1,1,1,1,1,1,1
1000,9,0.95,,0.06,,0.021,0.979,0.979,0,0,0,0.886,1,1,0.989,1,1,1,1,1,1,1
1000,9,0.95,,0.07,,0.013,0.987,0.987,0,0,0,0.869,1,0.999,0.989,1,1,0.999,0.999,1,0.999,1
1000,9,0.95,,0.08,,0.004,0.996,0.996,0,0,0,0.847,1,1,0.977,1,1,1,1,1,1,1
1000,9,0.95,,0.1,,0.003,0.997,0.997,0.001,0,0,0.838,1,1,0.974,1,1,1,1,1,1,1
1000,9,0.95,,0.11,,0.003,0.997,0.997,0.001,0,0,0.834,0.997,0.996,0.977,0.996,0.997,0.999,1,0.999,0.999,1
1000,9,0.95,,0.12,,0.003,0.997,0.997,0.002,0,0,0.807,1,0.998,0.988,0.998,1,0.998,1,0.998,0.998,1
1000,9,1,,0.02,,0.138,0.862,0.862,0,0,0,0.979,1,1,0.994,1,1,1,1,1,1,1
1000,9,1,,0.03,,0.056,0.944,0.944,0,0,0,0.973,1,1,0.997,1,1,1,1,1,1,1
1000,9,1,,0.04,,0.039,0.961,0.961,0,0,0,0.945,1,1,0.994,1,1,1,1,1,1,1
1000,9,1,,0.06,,0.021,0.979,0.979,0,0,0,0.91,1,1,0.988,1,1,1,1,1,1,1
1000,9,1,,0.07,,0.013,0.987,0.987,0.001,0,0,0.913,0.999,1,0.991,1,0.999,0.999,1,0.999,0.999,1
1000,9,1,,0.08,,0.008,0.992,0.992,0.002,0,0,0.898,1,1,0.991,1,1,1,1,1,1,1
1000,9,1,,0.1,,0.006,0.994,0.994,0,0,0,0.876,1,1,0.983,1,1,1,1,1,1,1
1000,9,1,,0.11,,0.006,0.994,0.994,0.001,0,0,0.871,1,1,0.987,1,1,1,1,1,1,1
1000,9,1,,0.12,,0.003,0.997,0.997,0,0,0,0.856,0.999,0.999,0.992,0.999,0.999,1,1,1,1,1
1000,11,0.5,,0.02,,0,1,1,0.064,0,0,0.072,0.566,0.565,0.541,0.566,0.563,0.805,0.997,0.808,0.842,0.963
1000,11,0.5,,0.03,,0,1,1,0.07,0,0,0.048,0.578,0.569,0.579,0.571,0.576,0.805,0.998,0.807,0.849,0.956
1000,11,0.5,,0.04,,0,1,1,0.064,0,0,0.067,0.62,0.594,0.589,0.594,0.618,0.798,1,0.798,0.846,0.952
1000,11,0.5,,0.06,,0,1,1,0.071,0,0,0.097,0.661,0.636,0.602,0.635,0.659,0.813,0.997,0.816,0.847,0.966
1000,11,0.5,,0.07,,0,1,0.998,0.07,0.002,0.001,0.08,0.681,0.656,0.639,0.656,0.678,0.823,0.998,0.825,0.852,0.971
1000,11,0.5,,0.08,,0,1,1,0.066,0,0,0.094,0.713,0.68,0.659,0.681,0.714,0.827,0.999,0.828,0.858,0.969
1000,11,0.5,,0.1,,0,1,0.999,0.078,0.001,0,0.102,0.776,0.704,0.701,0.706,0.765,0.824,0.998,0.826,0.865,0.959
1000,11,0.5,,0.11,,0,1,0.997,0.06,0.003,0.003,0.114,0.805,0.739,0.698,0.74,0.795,0.832,0.999,0.833,0.872,0.96
1000,11,0.5,,0.12,,0,1,0.997,0.076,0.003,0.003,0.126,0.806,0.754,0.732,0.754,0.799,0.844,1,0.844,0.875,0.969
1000,11,0.55,,0.02,,0,1,1,0.005,0,0,0.07,0.654,0.65,0.569,0.65,0.655,0.92,1,0.92,0.921,0.999
1000,11,0.55,,0.03,,0,1,1,0.015,0,0,0.075,0.671,0.649,0.625,0.649,0.669,0.86,1,0.86,0.876,0.984
1000,11,0.55,,0.04,,0,1,1,0.026,0,0,0.079,0.682,0.651,0.599,0.651,0.677,0.849,1,0.849,0.87,0.979
1000,11,0.55,,0.06,,0,1,1,0.045,0,0,0.092,0.731,0.698,0.648,0.698,0.718,0.837,1,0.837,0.862,0.975
1000,11,0.55,,0.07,,0,1,1,0.06,0,0,0.097,0.75,0.698,0.663,0.699,0.745,0.852,0.999,0.853,0.873,0.979
1000,11,0.55,,0.08,,0,1,1,0.048,0,0,0.114,0.75,0.72,0.684,0.72,0.752,0.86,1,0.86,0.892,0.968
1000,11,0.55,,0.1,,0,1,0.999,0.069,0.001,0.001,0.13,0.834,0.76,0.767,0.761,0.808,0.856,0.999,0.857,0.89,0.966
1000,11,0.55,,0.11,,0,1,1,0.053,0,0,0.153,0.825,0.782,0.757,0.784,0.82,0.867,0.998,0.869,0.892,0.975
1000,11,0.55,,0.12,,0,1,0.999,0.056,0.001,0.001,0.156,0.834,0.792,0.752,0.793,0.823,0.876,0.999,0.877,0.905,0.971
1000,11,0.6,,0.02,,0.053,0.947,0.947,0,0,0,0.083,0.743,0.749,0.611,0.75,0.743,0.974,0.999,0.975,0.974,1
1000,11,0.6,,0.03,,0,1,1,0,0,0,0.088,0.752,0.741,0.62,0.742,0.752,0.939,0.997,0.942,0.939,1
1000,11,0.6,,0.04,,0,1,1,0.006,0,0,0.107,0.768,0.744,0.667,0.745,0.768,0.916,0.999,0.917,0.918,0.998
1000,11,0.6,,0.06,,0,1,1,0.026,0,0,0.121,0.8,0.77,0.696,0.772,0.797,0.892,0.998,0.894,0.907,0.985
1000,11,0.6,,0.07,,0,1,1,0.029,0,0,0.142,0.809,0.794,0.703,0.797,0.806,0.901,0.997,0.904,0.91,0.991
1000,11,0.6,,0.08,,0,1,1,0.038,0,0,0.138,0.818,0.796,0.72,0.795,0.815,0.888,0.999,0.889,0.901,0.987
1000,11,0.6,,0.1,,0,1,0.998,0.055,0.002,0.002,0.156,0.849,0.814,0.775,0.814,0.848,0.877,0.998,0.879,0.896,0.981
1000,11,0.6,,0.11,,0,1,1,0.042,0,0,0.184,0.872,0.83,0.768,0.831,0.865,0.888,0.999,0.889,0.911,0.977
1000,11,0.6,,0.12,,0,1,0.998,0.043,0.002,0.002,0.176,0.883,0.828,0.806,0.827,0.871,0.899,0.999,0.9,0.921,0.978
1000,11,0.7,,0.02,,0.676,0.324,0.324,0,0,0,0.203,0.924,0.924,0.731,0.924,0.924,1,1,1,1,1
1000,11,0.7,,0.03,,0.109,0.891,0.891,0,0,0,0.198,0.923,0.923,0.733,0.923,0.923,0.984,1,0.984,0.984,1
1000,11,0.7,,0.04,,0.02,0.98,0.98,0,0,0,0.221,0.912,0.909,0.766,0.908,0.912,0.987,0.999,0.988,0.987,1
1000,11,0.7,,0.06,,0.001,0.999,0.999,0,0,0,0.233,0.942,0.93,0.806,0.93,0.942,0.968,1,0.968,0.968,1
1000,11,0.7,,0.07,,0,1,1,0.004,0,0,0.25,0.925,0.916,0.832,0.916,0.925,0.957,1,0.957,0.957,1
1000,11,0.7,,0.08,,0.001,0.999,0.999,0.004,0,0,0.27,0.927,0.917,0.818,0.917,0.924,0.952,1,0.952,0.955,0.997
1000,11,0.7,,0.1,,0,1,1,0.015,0,0,0.277,0.951,0.933,0.887,0.933,0.95,0.962,1,0.962,0.967,0.995
1000,11,0.7,,0.11,,0,1,0.999,0.018,0.001,0.001,0.343,0.951,0.921,0.863,0.921,0.95,0.954,1,0.954,0.957,0.997
1000,11,0.7,,0.12,,0,1,1,0.023,0,0,0.33,0.954,0.938,0.885,0.938,0.95,0.958,1,0.958,0.964,0.994
1000,11,0.75,,0.02,,0.861,0.139,0.139,0,0,0,0.274,0.963,0.963,0.798,0.963,0.963,1,1,1,1,1
1000,11,0.75,,0.03,,0.27,0.73,0.73,0,0,0,0.304,0.971,0.972,0.797,0.972,0.971,0.999,1,0.999,0.999,1
1000,11,0.75,,0.04,,0.048,0.952,0.952,0,0,0,0.308,0.967,0.965,0.82,0.964,0.967,0.994,0.999,0.995,0.994,1
1000,11,0.75,,0.06,,0.002,0.998,0.998,0,0,0,0.358,0.978,0.968,0.85,0.968,0.978,0.986,1,0.986,0.986,1
1000,11,0.75,,0.07,,0.001,0.999,0.999,0,0,0,0.351,0.962,0.954,0.87,0.954,0.962,0.984,1,0.984,0.984,1
1000,11,0.75,,0.08,,0.001,0.999,0.999,0,0,0,0.353,0.969,0.959,0.868,0.959,0.969,0.982,1,0.982,0.982,1
