,Unnamed: 0,iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,majority_tyranny_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal,optimal_correct_minus_majority_correct,d_majority_correct_d_voters
0,0,1000,3,0.5,,0.02,,0.35700000000000004,0.643,0.0,0.643,0.643,0.643,1.0,0.528,0.527,0.519,0.528,0.528,0.8390000000000001,0.8390000000000001,1.0,0.8390000000000001,1.0,0.0010000000000000009,0.0
81,81,1000,5,0.5,,0.02,,0.023,0.977,0.838,0.5539999999999999,0.139,0.139,0.518,0.532,0.504,0.527,0.517,0.531,0.818,0.937,0.8809999999999999,0.8270000000000001,0.991,0.028000000000000025,-0.02300000000000002
162,162,1000,7,0.5,,0.02,,0.001,0.999,0.962,0.315,0.037000000000000005,0.016,0.271,0.547,0.5379999999999999,0.53,0.5429999999999999,0.544,0.809,0.975,0.8340000000000001,0.8220000000000001,0.987,0.009000000000000119,0.03399999999999992
243,243,1000,9,0.5,,0.02,,0.0,1.0,0.997,0.16699999999999998,0.003,0.0,0.118,0.55,0.5429999999999999,0.5479999999999999,0.544,0.551,0.807,0.997,0.81,0.836,0.971,0.007000000000000117,0.0050000000000000044
324,324,1000,11,0.5,,0.02,,0.0,1.0,1.0,0.064,0.0,0.0,0.07200000000000001,0.5660000000000001,0.565,0.541,0.5660000000000001,0.563,0.805,0.997,0.8079999999999999,0.8420000000000001,0.963,0.001000000000000112,0.02200000000000002
405,405,1000,21,0.5,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.002,0.5539999999999999,0.552,0.555,0.552,0.557,0.804,1.0,0.804,0.867,0.937,0.0019999999999998908,-0.0129999999999999
566,566,1000,41,0.5,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.0,0.602,0.575,0.552,0.575,0.591,0.807,1.0,0.807,0.894,0.913,0.027000000000000024,0.02299999999999991
647,647,1000,51,0.5,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.0,0.616,0.583,0.522,0.583,0.611,0.8109999999999999,1.0,0.8109999999999999,0.914,0.897,0.03300000000000003,0.008000000000000007
1,1,1000,3,0.5,,0.03,,0.35100000000000003,0.649,0.0,0.649,0.649,0.649,1.0,0.516,0.532,0.529,0.516,0.516,0.826,0.826,1.0,0.826,1.0,-0.016000000000000014,0.0
82,82,1000,5,0.5,,0.03,,0.015,0.985,0.84,0.569,0.145,0.145,0.503,0.569,0.555,0.5589999999999999,0.5589999999999999,0.569,0.8340000000000001,0.94,0.894,0.846,0.988,0.0139999999999999,0.02300000000000002
163,163,1000,7,0.5,,0.03,,0.0,1.0,0.961,0.341,0.039,0.02,0.268,0.575,0.574,0.5660000000000001,0.574,0.5710000000000001,0.795,0.986,0.809,0.8190000000000001,0.976,0.0010000000000000009,0.018999999999999906
244,244,1000,9,0.5,,0.03,,0.0,1.0,0.997,0.14800000000000002,0.003,0.003,0.116,0.6,0.569,0.574,0.57,0.605,0.8109999999999999,0.995,0.816,0.8420000000000001,0.969,0.031000000000000024,-0.0050000000000000044
325,325,1000,11,0.5,,0.03,,0.0,1.0,1.0,0.07,0.0,0.0,0.048,0.578,0.569,0.579,0.5710000000000001,0.5760000000000001,0.805,0.998,0.807,0.8490000000000001,0.956,0.009000000000000008,0.0
406,406,1000,21,0.5,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.003,0.606,0.5920000000000001,0.578,0.5920000000000001,0.608,0.8059999999999999,1.0,0.8059999999999999,0.8740000000000001,0.932,0.0139999999999999,0.02300000000000013
486,486,1000,31,0.5,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.628,0.625,0.5489999999999999,0.625,0.636,0.821,1.0,0.821,0.901,0.92,0.003000000000000003,0.03299999999999992
567,567,1000,41,0.5,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.659,0.615,0.569,0.615,0.635,0.826,1.0,0.826,0.91,0.916,0.04400000000000004,-0.010000000000000009
648,648,1000,51,0.5,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.7170000000000001,0.6659999999999999,0.6,0.6659999999999999,0.695,0.815,1.0,0.815,0.911,0.904,0.05100000000000016,0.050999999999999934
2,2,1000,3,0.5,,0.04,,0.345,0.655,0.0,0.655,0.655,0.655,1.0,0.565,0.551,0.56,0.565,0.565,0.848,0.848,1.0,0.848,1.0,0.0139999999999999,0.0
83,83,1000,5,0.5,,0.04,,0.031,0.969,0.8029999999999999,0.557,0.166,0.166,0.531,0.573,0.568,0.5660000000000001,0.564,0.573,0.8190000000000001,0.94,0.879,0.831,0.988,0.0050000000000000044,0.016999999999999904
164,164,1000,7,0.5,,0.04,,0.0,1.0,0.954,0.359,0.046,0.03,0.276,0.595,0.586,0.5720000000000001,0.589,0.596,0.823,0.985,0.838,0.84,0.983,0.009000000000000008,0.018000000000000016
245,245,1000,9,0.5,,0.04,,0.0,1.0,0.997,0.195,0.003,0.002,0.14300000000000002,0.598,0.601,0.579,0.601,0.602,0.823,0.998,0.825,0.8490000000000001,0.974,-0.003000000000000003,0.015000000000000013
326,326,1000,11,0.5,,0.04,,0.0,1.0,1.0,0.064,0.0,0.0,0.067,0.62,0.594,0.589,0.594,0.618,0.7979999999999999,1.0,0.7979999999999999,0.846,0.952,0.026000000000000027,-0.007000000000000006
407,407,1000,21,0.5,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.003,0.659,0.631,0.599,0.631,0.648,0.804,1.0,0.804,0.8809999999999999,0.923,0.028000000000000025,0.03700000000000003
487,487,1000,31,0.5,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.6679999999999999,0.632,0.575,0.632,0.6459999999999999,0.85,1.0,0.85,0.92,0.93,0.03599999999999992,0.0010000000000000009
568,568,1000,41,0.5,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.6920000000000001,0.643,0.616,0.643,0.677,0.7929999999999999,1.0,0.7929999999999999,0.892,0.901,0.04900000000000005,0.01100000000000001
649,649,1000,51,0.5,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.732,0.665,0.608,0.665,0.6970000000000001,0.8009999999999999,1.0,0.8009999999999999,0.8959999999999999,0.905,0.06699999999999995,0.02200000000000002
3,3,1000,3,0.5,,0.06,,0.318,0.682,0.0,0.682,0.682,0.682,1.0,0.613,0.589,0.61,0.613,0.613,0.8540000000000001,0.8540000000000001,1.0,0.8540000000000001,1.0,0.024000000000000018,0.0
84,84,1000,5,0.5,,0.06,,0.015,0.985,0.821,0.591,0.16399999999999998,0.16399999999999998,0.514,0.61,0.588,0.599,0.599,0.61,0.828,0.945,0.883,0.8320000000000001,0.996,0.02200000000000002,-0.0010000000000000009
165,165,1000,7,0.5,,0.06,,0.0,1.0,0.957,0.368,0.043,0.024,0.237,0.626,0.617,0.5589999999999999,0.621,0.624,0.8109999999999999,0.982,0.8290000000000001,0.825,0.986,0.009000000000000008,0.029000000000000026
246,246,1000,9,0.5,,0.06,,0.0,1.0,0.998,0.181,0.002,0.0,0.166,0.635,0.584,0.611,0.584,0.63,0.8109999999999999,0.998,0.813,0.85,0.961,0.05100000000000005,-0.03300000000000003
327,327,1000,11,0.5,,0.06,,0.0,1.0,1.0,0.071,0.0,0.0,0.097,0.6609999999999999,0.636,0.602,0.635,0.659,0.813,0.997,0.816,0.847,0.966,0.024999999999999908,0.052000000000000046
408,408,1000,21,0.5,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.003,0.733,0.6729999999999999,0.654,0.6729999999999999,0.715,0.8079999999999999,1.0,0.8079999999999999,0.866,0.942,0.06000000000000005,0.03699999999999992
488,488,1000,31,0.5,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.7340000000000001,0.708,0.639,0.708,0.735,0.818,1.0,0.818,0.897,0.921,0.02600000000000013,0.03500000000000003
569,569,1000,41,0.5,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.768,0.7240000000000001,0.617,0.7240000000000001,0.747,0.8240000000000001,1.0,0.8240000000000001,0.909,0.915,0.04399999999999993,0.016000000000000125
650,650,1000,51,0.5,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8170000000000001,0.755,0.652,0.755,0.795,0.838,1.0,0.838,0.92,0.918,0.06200000000000005,0.030999999999999917
4,4,1000,3,0.5,,0.07,,0.35700000000000004,0.643,0.0,0.643,0.643,0.643,1.0,0.606,0.585,0.5920000000000001,0.606,0.606,0.8370000000000001,0.8370000000000001,1.0,0.8370000000000001,1.0,0.02100000000000002,0.0
85,85,1000,5,0.5,,0.07,,0.022,0.978,0.831,0.583,0.147,0.147,0.513,0.634,0.606,0.605,0.612,0.633,0.8320000000000001,0.942,0.89,0.841,0.991,0.028000000000000025,0.02100000000000002
166,166,1000,7,0.5,,0.07,,0.0,1.0,0.951,0.358,0.049,0.026,0.269,0.649,0.614,0.623,0.614,0.643,0.841,0.988,0.853,0.861,0.98,0.03500000000000003,0.008000000000000007
247,247,1000,9,0.5,,0.07,,0.0,1.0,0.993,0.18,0.006999999999999999,0.004,0.16699999999999998,0.6759999999999999,0.647,0.643,0.6459999999999999,0.674,0.843,0.997,0.846,0.867,0.976,0.028999999999999918,0.03300000000000003
328,328,1000,11,0.5,,0.07,,0.0,1.0,0.998,0.07,0.002,0.001,0.08,0.6809999999999999,0.6559999999999999,0.639,0.6559999999999999,0.6779999999999999,0.823,0.998,0.825,0.852,0.971,0.025000000000000026,0.008999999999999897
409,409,1000,21,0.5,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.009000000000000001,0.727,0.705,0.637,0.705,0.728,0.8320000000000001,1.0,0.8320000000000001,0.8909999999999999,0.941,0.02200000000000002,0.049000000000000044
489,489,1000,31,0.5,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.001,0.767,0.753,0.639,0.753,0.7609999999999999,0.858,1.0,0.858,0.924,0.934,0.014000000000000012,0.04800000000000004
570,570,1000,41,0.5,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8340000000000001,0.7709999999999999,0.691,0.7709999999999999,0.807,0.853,1.0,0.853,0.928,0.925,0.06300000000000018,0.017999999999999905
651,651,1000,51,0.5,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.0,0.858,0.7859999999999999,0.6920000000000001,0.7859999999999999,0.815,0.872,1.0,0.872,0.941,0.931,0.07200000000000006,0.015000000000000013
5,5,1000,3,0.5,,0.08,,0.331,0.669,0.0,0.669,0.669,0.669,1.0,0.621,0.5770000000000001,0.608,0.621,0.621,0.818,0.818,1.0,0.818,1.0,0.04399999999999993,0.0
86,86,1000,5,0.5,,0.08,,0.022,0.978,0.833,0.557,0.145,0.145,0.537,0.65,0.615,0.632,0.628,0.642,0.813,0.945,0.868,0.823,0.99,0.03500000000000003,0.03799999999999992
167,167,1000,7,0.5,,0.08,,0.001,0.999,0.952,0.34700000000000003,0.047,0.022,0.265,0.6829999999999999,0.6559999999999999,0.653,0.6579999999999999,0.6829999999999999,0.8290000000000001,0.99,0.8390000000000001,0.8490000000000001,0.98,0.027000000000000024,0.040999999999999925
248,248,1000,9,0.5,,0.08,,0.0,1.0,1.0,0.153,0.0,0.0,0.15,0.698,0.6579999999999999,0.664,0.6629999999999999,0.685,0.838,0.995,0.843,0.861,0.977,0.040000000000000036,0.0020000000000000018
329,329,1000,11,0.5,,0.08,,0.0,1.0,1.0,0.066,0.0,0.0,0.094,0.713,0.68,0.659,0.6809999999999999,0.7140000000000001,0.8270000000000001,0.999,0.828,0.858,0.969,0.03299999999999992,0.02200000000000013
410,410,1000,21,0.5,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.005,0.76,0.71,0.682,0.71,0.7509999999999999,0.836,1.0,0.836,0.883,0.953,0.05000000000000005,0.029999999999999916
490,490,1000,31,0.5,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.001,0.7979999999999999,0.765,0.6970000000000001,0.765,0.7879999999999999,0.847,1.0,0.847,0.919,0.928,0.03299999999999992,0.05500000000000005
571,571,1000,41,0.5,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.0,0.855,0.7929999999999999,0.698,0.7929999999999999,0.831,0.862,1.0,0.862,0.936,0.926,0.06200000000000005,0.027999999999999914
652,652,1000,51,0.5,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.0,0.878,0.831,0.685,0.831,0.851,0.8690000000000001,1.0,0.8690000000000001,0.946,0.923,0.047000000000000035,0.038000000000000034
6,6,1000,3,0.5,,0.1,,0.339,0.6609999999999999,0.0,0.6609999999999999,0.6609999999999999,0.6609999999999999,1.0,0.637,0.619,0.632,0.637,0.637,0.838,0.838,1.0,0.838,1.0,0.018000000000000016,0.0
87,87,1000,5,0.5,,0.1,,0.023,0.977,0.826,0.564,0.151,0.151,0.546,0.6659999999999999,0.672,0.6409999999999999,0.6729999999999999,0.6679999999999999,0.818,0.943,0.875,0.828,0.99,-0.0060000000000001155,0.05300000000000005
168,168,1000,7,0.5,,0.1,,0.0,1.0,0.954,0.368,0.046,0.03,0.297,0.6990000000000001,0.662,0.654,0.6679999999999999,0.6970000000000001,0.8190000000000001,0.988,0.831,0.845,0.974,0.03700000000000003,-0.010000000000000009
249,249,1000,9,0.5,,0.1,,0.0,1.0,0.993,0.168,0.006999999999999999,0.004,0.179,0.721,0.679,0.669,0.679,0.713,0.826,0.996,0.83,0.858,0.968,0.041999999999999926,0.017000000000000015
330,330,1000,11,0.5,,0.1,,0.0,1.0,0.999,0.078,0.001,0.0,0.102,0.7759999999999999,0.7040000000000001,0.701,0.706,0.765,0.8240000000000001,0.998,0.826,0.865,0.959,0.07199999999999984,0.025000000000000022
411,411,1000,21,0.5,,0.1,,0.0,1.0,1.0,0.0,0.0,0.0,0.009000000000000001,0.821,0.77,0.7140000000000001,0.77,0.816,0.873,1.0,0.873,0.918,0.955,0.050999999999999934,0.06599999999999995
491,491,1000,31,0.5,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.001,0.862,0.82,0.742,0.82,0.85,0.878,1.0,0.878,0.934,0.944,0.04200000000000004,0.04999999999999993
572,572,1000,41,0.5,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.0,0.912,0.856,0.737,0.856,0.8909999999999999,0.878,1.0,0.878,0.933,0.945,0.05600000000000005,0.03600000000000003
653,653,1000,51,0.5,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.0,0.924,0.86,0.745,0.86,0.8959999999999999,0.9,1.0,0.9,0.948,0.952,0.06400000000000006,0.0040000000000000036
7,7,1000,3,0.5,,0.11,,0.326,0.674,0.0,0.674,0.674,0.674,1.0,0.672,0.638,0.6579999999999999,0.672,0.672,0.8420000000000001,0.8420000000000001,1.0,0.8420000000000001,1.0,0.03400000000000003,0.0
88,88,1000,5,0.5,,0.11,,0.022,0.978,0.8059999999999999,0.5760000000000001,0.172,0.172,0.531,0.7040000000000001,0.6829999999999999,0.687,0.6970000000000001,0.7020000000000001,0.835,0.956,0.879,0.843,0.992,0.02100000000000013,0.04499999999999993
169,169,1000,7,0.5,,0.11,,0.0,1.0,0.938,0.354,0.062,0.044,0.332,0.72,0.6859999999999999,0.695,0.696,0.7190000000000001,0.82,0.986,0.8340000000000001,0.8390000000000001,0.981,0.03400000000000003,0.0030000000000000027
250,250,1000,9,0.5,,0.11,,0.0,1.0,0.994,0.188,0.006,0.005,0.17800000000000002,0.77,0.738,0.713,0.741,0.777,0.8340000000000001,0.993,0.841,0.865,0.969,0.03200000000000003,0.052000000000000046
331,331,1000,11,0.5,,0.11,,0.0,1.0,0.997,0.06,0.003,0.003,0.114,0.805,0.7390000000000001,0.698,0.74,0.795,0.8320000000000001,0.999,0.833,0.872,0.96,0.06599999999999995,0.001000000000000112
412,412,1000,21,0.5,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.012,0.867,0.8190000000000001,0.7390000000000001,0.8190000000000001,0.857,0.8740000000000001,1.0,0.8740000000000001,0.916,0.958,0.04799999999999993,0.07999999999999996
492,492,1000,31,0.5,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.003,0.9,0.838,0.757,0.838,0.877,0.878,1.0,0.878,0.935,0.943,0.06200000000000005,0.018999999999999906
573,573,1000,41,0.5,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.0,0.923,0.8590000000000001,0.741,0.8590000000000001,0.901,0.878,1.0,0.878,0.93,0.948,0.06399999999999982,0.02100000000000013
654,654,1000,51,0.5,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.0,0.944,0.884,0.765,0.884,0.912,0.908,1.0,0.908,0.952,0.956,0.06000000000000005,0.02499999999999991
8,8,1000,3,0.5,,0.12,,0.311,0.6890000000000001,0.0,0.6890000000000001,0.6890000000000001,0.6890000000000001,1.0,0.665,0.6629999999999999,0.6609999999999999,0.665,0.665,0.85,0.85,1.0,0.85,1.0,0.002000000000000113,0.0
89,89,1000,5,0.5,,0.12,,0.025,0.975,0.794,0.569,0.181,0.181,0.5529999999999999,0.7070000000000001,0.6679999999999999,0.677,0.6859999999999999,0.7070000000000001,0.8270000000000001,0.938,0.889,0.8370000000000001,0.99,0.03900000000000015,0.0050000000000000044
170,170,1000,7,0.5,,0.12,,0.001,0.999,0.927,0.368,0.07200000000000001,0.043,0.327,0.741,0.696,0.718,0.6940000000000001,0.736,0.8290000000000001,0.984,0.845,0.856,0.973,0.04500000000000004,0.028000000000000025
251,251,1000,9,0.5,,0.12,,0.0,1.0,0.987,0.179,0.013,0.008,0.165,0.785,0.741,0.735,0.7440000000000001,0.7829999999999999,0.8340000000000001,0.997,0.8370000000000001,0.8540000000000001,0.98,0.04400000000000004,0.04500000000000004
332,332,1000,11,0.5,,0.12,,0.0,1.0,0.997,0.076,0.003,0.003,0.126,0.8059999999999999,0.754,0.732,0.754,0.799,0.8440000000000001,1.0,0.8440000000000001,0.875,0.969,0.051999999999999935,0.013000000000000012
413,413,1000,21,0.5,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.014,0.875,0.84,0.75,0.84,0.872,0.885,1.0,0.885,0.924,0.961,0.03500000000000003,0.08599999999999997
493,493,1000,31,0.5,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.004,0.926,0.878,0.792,0.878,0.905,0.902,1.0,0.902,0.947,0.955,0.04799999999999993,0.038000000000000034
574,574,1000,41,0.5,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.0,0.95,0.888,0.802,0.888,0.913,0.916,1.0,0.916,0.955,0.961,0.06199999999999994,0.010000000000000009
655,655,1000,51,0.5,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.0,0.954,0.916,0.8059999999999999,0.916,0.924,0.932,1.0,0.932,0.978,0.954,0.03800000000000015,0.028000000000000025
9,9,1000,3,0.55,,0.02,,0.7829999999999999,0.217,0.0,0.217,0.217,0.217,1.0,0.578,0.5820000000000001,0.574,0.578,0.578,0.954,0.954,1.0,0.954,1.0,-0.004000000000000115,0.0
90,90,1000,5,0.55,,0.02,,0.316,0.684,0.684,0.14300000000000002,0.0,0.0,0.495,0.601,0.599,0.585,0.596,0.601,0.912,0.953,0.959,0.912,1.0,0.0020000000000000018,0.016999999999999904
171,171,1000,7,0.55,,0.02,,0.039,0.961,0.961,0.054000000000000006,0.0,0.0,0.267,0.594,0.59,0.5720000000000001,0.586,0.594,0.904,0.982,0.922,0.906,0.998,0.0040000000000000036,-0.009000000000000008
252,252,1000,9,0.55,,0.02,,0.003,0.997,0.997,0.011,0.0,0.0,0.135,0.629,0.612,0.599,0.612,0.628,0.909,0.992,0.917,0.91,0.999,0.017000000000000015,0.02200000000000002
333,333,1000,11,0.55,,0.02,,0.0,1.0,1.0,0.005,0.0,0.0,0.07,0.654,0.65,0.569,0.65,0.655,0.92,1.0,0.92,0.921,0.999,0.0040000000000000036,0.038000000000000034
414,414,1000,21,0.55,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.005,0.691,0.6709999999999999,0.59,0.6709999999999999,0.691,0.898,1.0,0.898,0.912,0.986,0.020000000000000014,0.020999999999999908
494,494,1000,31,0.55,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.001,0.726,0.716,0.595,0.716,0.725,0.914,1.0,0.914,0.929,0.985,0.010000000000000007,0.04500000000000004
575,575,1000,41,0.55,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.0,0.76,0.7490000000000001,0.574,0.7490000000000001,0.753,0.895,1.0,0.895,0.924,0.971,0.0109999999999999,0.03300000000000014
656,656,1000,51,0.55,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.0,0.7909999999999999,0.79,0.605,0.79,0.7929999999999999,0.907,1.0,0.907,0.933,0.974,0.00099999999999989,0.040999999999999925
10,10,1000,3,0.55,,0.03,,0.624,0.376,0.0,0.376,0.376,0.376,1.0,0.596,0.593,0.594,0.596,0.596,0.895,0.895,1.0,0.895,1.0,0.003000000000000003,0.0
91,91,1000,5,0.55,,0.03,,0.113,0.887,0.8640000000000001,0.327,0.023,0.023,0.507,0.612,0.5920000000000001,0.594,0.606,0.61,0.866,0.948,0.918,0.868,0.998,0.01999999999999991,-0.0009999999999998899
172,172,1000,7,0.55,,0.03,,0.011,0.989,0.988,0.161,0.001,0.0,0.262,0.612,0.585,0.596,0.586,0.614,0.8690000000000001,0.983,0.8859999999999999,0.875,0.994,0.027000000000000024,-0.007000000000000117
253,253,1000,9,0.55,,0.03,,0.0,1.0,1.0,0.056,0.0,0.0,0.128,0.624,0.616,0.563,0.614,0.621,0.878,0.996,0.882,0.887,0.991,0.008000000000000007,0.031000000000000028
334,334,1000,11,0.55,,0.03,,0.0,1.0,1.0,0.015,0.0,0.0,0.075,0.6709999999999999,0.649,0.625,0.649,0.669,0.86,1.0,0.86,0.8759999999999999,0.984,0.02199999999999991,0.03300000000000003
415,415,1000,21,0.55,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.006,0.6970000000000001,0.691,0.5920000000000001,0.691,0.7040000000000001,0.88,1.0,0.88,0.901,0.979,0.0060000000000001155,0.041999999999999926
495,495,1000,31,0.55,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.75,0.7440000000000001,0.5920000000000001,0.7440000000000001,0.75,0.8759999999999999,1.0,0.8759999999999999,0.926,0.95,0.0059999999999998934,0.05300000000000016
576,576,1000,41,0.55,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.7759999999999999,0.723,0.614,0.723,0.758,0.8909999999999999,1.0,0.8909999999999999,0.929,0.962,0.052999999999999936,-0.02100000000000013
657,657,1000,51,0.55,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8170000000000001,0.807,0.595,0.807,0.82,0.918,1.0,0.918,0.949,0.969,0.010000000000000007,0.08400000000000007
11,11,1000,3,0.55,,0.04,,0.519,0.481,0.0,0.481,0.481,0.481,1.0,0.5870000000000001,0.573,0.588,0.5870000000000001,0.5870000000000001,0.878,0.878,1.0,0.878,1.0,0.014000000000000123,0.0
92,92,1000,5,0.55,,0.04,,0.07400000000000001,0.926,0.8859999999999999,0.403,0.04,0.04,0.503,0.611,0.589,0.621,0.602,0.608,0.8740000000000001,0.947,0.927,0.877,0.997,0.02200000000000002,0.016000000000000014
173,173,1000,7,0.55,,0.04,,0.002,0.998,0.988,0.197,0.01,0.002,0.265,0.659,0.65,0.625,0.6559999999999999,0.655,0.863,0.978,0.885,0.867,0.996,0.009000000000000008,0.061000000000000054
254,254,1000,9,0.55,,0.04,,0.0,1.0,1.0,0.08800000000000001,0.0,0.0,0.165,0.688,0.6579999999999999,0.617,0.6579999999999999,0.6829999999999999,0.85,0.996,0.8540000000000001,0.863,0.987,0.030000000000000027,0.007999999999999896
335,335,1000,11,0.55,,0.04,,0.0,1.0,1.0,0.026,0.0,0.0,0.079,0.682,0.6509999999999999,0.599,0.6509999999999999,0.677,0.8490000000000001,1.0,0.8490000000000001,0.87,0.979,0.03100000000000014,-0.007000000000000006
416,416,1000,21,0.55,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.006,0.738,0.708,0.627,0.708,0.732,0.872,1.0,0.872,0.9,0.972,0.030000000000000027,0.05700000000000005
496,496,1000,31,0.55,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.77,0.758,0.639,0.758,0.7759999999999999,0.8740000000000001,1.0,0.8740000000000001,0.92,0.954,0.012000000000000009,0.050000000000000044
577,577,1000,41,0.55,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8,0.7659999999999999,0.634,0.7659999999999999,0.7829999999999999,0.872,1.0,0.872,0.917,0.955,0.034000000000000134,0.007999999999999896
658,658,1000,51,0.55,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8420000000000001,0.7959999999999999,0.6509999999999999,0.7959999999999999,0.812,0.884,1.0,0.884,0.932,0.952,0.04600000000000015,0.030000000000000027
12,12,1000,3,0.55,,0.06,,0.4,0.6,0.0,0.6,0.6,0.6,1.0,0.6459999999999999,0.631,0.63,0.6459999999999999,0.6459999999999999,0.853,0.853,1.0,0.853,1.0,0.014999999999999902,0.0
93,93,1000,5,0.55,,0.06,,0.04,0.96,0.878,0.455,0.08199999999999999,0.08199999999999999,0.519,0.631,0.605,0.619,0.619,0.63,0.862,0.954,0.908,0.867,0.995,0.026000000000000027,-0.026000000000000023
174,174,1000,7,0.55,,0.06,,0.004,0.996,0.984,0.263,0.012,0.004,0.294,0.6759999999999999,0.652,0.648,0.66,0.675,0.866,0.986,0.88,0.877,0.989,0.02399999999999991,0.04700000000000004
255,255,1000,9,0.55,,0.06,,0.0,1.0,0.998,0.134,0.002,0.001,0.14300000000000002,0.72,0.696,0.6579999999999999,0.7020000000000001,0.713,0.848,0.994,0.8540000000000001,0.867,0.981,0.024000000000000018,0.04399999999999993
336,336,1000,11,0.55,,0.06,,0.0,1.0,1.0,0.045,0.0,0.0,0.092,0.731,0.698,0.648,0.698,0.718,0.8370000000000001,1.0,0.8370000000000001,0.862,0.975,0.03300000000000003,0.0020000000000000018
417,417,1000,21,0.55,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.002,0.794,0.752,0.652,0.752,0.7879999999999999,0.87,1.0,0.87,0.908,0.962,0.04200000000000004,0.05400000000000005
497,497,1000,31,0.55,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8320000000000001,0.799,0.6859999999999999,0.799,0.807,0.873,1.0,0.873,0.926,0.947,0.03300000000000003,0.04700000000000004
578,578,1000,41,0.55,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.866,0.8290000000000001,0.721,0.8290000000000001,0.851,0.879,1.0,0.879,0.936,0.943,0.03699999999999992,0.030000000000000027
659,659,1000,51,0.55,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8859999999999999,0.826,0.6970000000000001,0.826,0.853,0.88,1.0,0.88,0.939,0.941,0.059999999999999935,-0.0030000000000001137
13,13,1000,3,0.55,,0.07,,0.423,0.5770000000000001,0.0,0.5770000000000001,0.5770000000000001,0.5770000000000001,1.0,0.631,0.629,0.611,0.631,0.631,0.866,0.866,1.0,0.866,1.0,0.0020000000000000018,0.0
94,94,1000,5,0.55,,0.07,,0.041,0.959,0.871,0.487,0.08800000000000001,0.08800000000000001,0.53,0.6920000000000001,0.659,0.669,0.6709999999999999,0.695,0.8390000000000001,0.944,0.895,0.846,0.993,0.03300000000000003,0.030000000000000027
