voters,mean,std,true_mean,majority_correct,d_majority_correct_d_voters,majority_correct_minus_true_mean,optimal_correct,optimal_correct_minus_majority_correct
41.0,0.75,0.03,0.75,0.999,0.0,0.249,0.999,0.0
51.0,0.75,0.03,0.75,1.0,0.001,0.25,1.0,0.0
3.0,0.75,0.04,0.75,0.851,0.0,0.101,0.851,0.0
5.0,0.75,0.04,0.75,0.886,0.018,0.136,0.887,0.001
7.0,0.75,0.04,0.75,0.937,0.026,0.187,0.939,0.002
9.0,0.75,0.04,0.75,0.938,0.0,0.188,0.939,0.001
11.0,0.75,0.04,0.75,0.968,0.015,0.218,0.97,0.002
21.0,0.75,0.04,0.75,0.994,0.013,0.244,0.995,0.001
31.0,0.75,0.04,0.75,0.999,0.003,0.249,1.0,0.001
41.0,0.75,0.04,0.75,1.0,0.001,0.25,1.0,0.0
51.0,0.75,0.04,0.75,1.0,0.0,0.25,1.0,0.0
3.0,0.75,0.07,0.75,0.841,0.0,0.091,0.848,0.007
5.0,0.75,0.07,0.75,0.88,0.02,0.13,0.887,0.007
7.0,0.75,0.07,0.75,0.933,0.027,0.183,0.945,0.012
9.0,0.75,0.07,0.75,0.954,0.01,0.204,0.96,0.006
11.0,0.75,0.07,0.75,0.956,0.001,0.206,0.964,0.008
21.0,0.75,0.07,0.75,0.991,0.018,0.241,0.994,0.003
31.0,0.75,0.07,0.75,0.999,0.004,0.249,1.0,0.001
41.0,0.75,0.07,0.75,1.0,0.001,0.25,1.0,0.0
51.0,0.75,0.07,0.75,1.0,0.0,0.25,1.0,0.0
3.0,0.75,0.08,0.75,0.852,0.0,0.102,0.853,0.001
5.0,0.75,0.08,0.75,0.886,0.017,0.136,0.892,0.006
7.0,0.75,0.08,0.75,0.944,0.029,0.194,0.948,0.004
9.0,0.75,0.08,0.75,0.949,0.003,0.199,0.957,0.008
11.0,0.75,0.08,0.75,0.969,0.01,0.219,0.975,0.006
21.0,0.75,0.08,0.75,0.994,0.013,0.244,0.998,0.004
31.0,0.75,0.08,0.75,0.998,0.002,0.248,0.999,0.001
41.0,0.75,0.08,0.75,0.999,0.001,0.249,1.0,0.001
51.0,0.75,0.08,0.75,1.0,0.001,0.25,1.0,0.0
3.0,0.75,0.09,0.75,0.837,0.0,0.087,0.846,0.009
5.0,0.75,0.09,0.75,0.891,0.027,0.141,0.918,0.027
7.0,0.75,0.09,0.75,0.924,0.017,0.174,0.943,0.019
9.0,0.75,0.09,0.75,0.956,0.016,0.206,0.971,0.015
11.0,0.75,0.09,0.75,0.965,0.005,0.215,0.973,0.008
21.0,0.75,0.09,0.75,0.997,0.016,0.247,0.999,0.002
31.0,0.75,0.09,0.75,0.999,0.001,0.249,1.0,0.001
41.0,0.75,0.09,0.75,1.0,0.001,0.25,1.0,0.0
51.0,0.75,0.09,0.75,1.0,0.0,0.25,1.0,0.0
3.0,0.75,0.12,0.75,0.854,0.0,0.104,0.853,-0.001
5.0,0.75,0.12,0.75,0.898,0.022,0.148,0.912,0.014
7.0,0.75,0.12,0.75,0.929,0.016,0.179,0.948,0.019
9.0,0.75,0.12,0.75,0.951,0.011,0.201,0.973,0.022
11.0,0.75,0.12,0.75,0.964,0.007,0.214,0.979,0.015
21.0,0.75,0.12,0.75,0.992,0.014,0.242,0.997,0.005
31.0,0.75,0.12,0.75,0.999,0.004,0.249,1.0,0.001
41.0,0.75,0.12,0.75,1.0,0.001,0.25,1.0,0.0
51.0,0.75,0.12,0.75,1.0,0.0,0.25,1.0,0.0
3.0,0.75,0.13,0.75,0.837,0.0,0.087,0.864,0.027
5.0,0.75,0.13,0.75,0.897,0.03,0.147,0.917,0.02
7.0,0.75,0.13,0.75,0.95,0.026,0.2,0.97,0.02
9.0,0.75,0.13,0.75,0.952,0.001,0.202,0.977,0.025
11.0,0.75,0.13,0.75,0.967,0.008,0.217,0.982,0.015
21.0,0.75,0.13,0.75,0.997,0.015,0.247,1.0,0.003
31.0,0.75,0.13,0.75,1.0,0.002,0.25,1.0,0.0
41.0,0.75,0.13,0.75,1.0,0.0,0.25,1.0,0.0
51.0,0.75,0.13,0.75,1.0,0.0,0.25,1.0,0.0
3.0,0.75,0.14,0.75,0.836,0.0,0.086,0.856,0.02
5.0,0.75,0.14,0.75,0.889,0.027,0.139,0.913,0.024
7.0,0.75,0.14,0.75,0.928,0.02,0.178,0.948,0.02
9.0,0.75,0.14,0.75,0.957,0.014,0.207,0.972,0.015
11.0,0.75,0.14,0.75,0.964,0.004,0.214,0.984,0.02
21.0,0.75,0.14,0.75,0.99,0.013,0.24,0.999,0.009
31.0,0.75,0.14,0.75,0.997,0.004,0.247,1.0,0.003
41.0,0.75,0.14,0.75,1.0,0.002,0.25,1.0,0.0
51.0,0.75,0.14,0.75,1.0,0.0,0.25,1.0,0.0
3.0,0.8,0.02,0.8,0.894,0.0,0.094,0.894,0.0
5.0,0.8,0.02,0.8,0.92,0.013,0.12,0.92,0.0
7.0,0.8,0.02,0.8,0.964,0.022,0.164,0.964,0.0
9.0,0.8,0.02,0.8,0.98,0.008,0.18,0.98,0.0
11.0,0.8,0.02,0.8,0.991,0.006,0.191,0.991,0.0
21.0,0.8,0.02,0.8,0.999,0.004,0.199,0.999,0.0
31.0,0.8,0.02,0.8,1.0,0.001,0.2,1.0,0.0
41.0,0.8,0.02,0.8,1.0,0.0,0.2,1.0,0.0
51.0,0.8,0.02,0.8,1.0,0.0,0.2,1.0,0.0
3.0,0.8,0.03,0.7999999999966634,0.896,0.0,0.096,0.896,0.0
5.0,0.8,0.03,0.7999999999966634,0.928,0.016,0.128,0.928,0.0
7.0,0.8,0.03,0.7999999999966634,0.953,0.012,0.153,0.954,0.001
9.0,0.8,0.03,0.7999999999966634,0.977,0.012,0.177,0.978,0.001
11.0,0.8,0.03,0.7999999999966634,0.988,0.006,0.188,0.988,0.0
21.0,0.8,0.03,0.7999999999966634,1.0,0.006,0.2,0.999,-0.001
31.0,0.8,0.03,0.7999999999966634,1.0,0.0,0.2,1.0,0.0
41.0,0.8,0.03,0.7999999999966634,1.0,0.0,0.2,1.0,0.0
51.0,0.8,0.03,0.7999999999966634,1.0,0.0,0.2,1.0,0.0
3.0,0.8,0.04,0.7999999326340882,0.888,0.0,0.088,0.888,0.0
5.0,0.8,0.04,0.7999999326340882,0.931,0.022,0.131,0.932,0.001
7.0,0.8,0.04,0.7999999326340882,0.963,0.016,0.163,0.961,-0.002
9.0,0.8,0.04,0.7999999326340882,0.979,0.008,0.179,0.978,-0.001
11.0,0.8,0.04,0.7999999326340882,0.98,0.001,0.18,0.981,0.001
21.0,0.8,0.04,0.7999999326340882,1.0,0.01,0.2,1.0,0.0
31.0,0.8,0.04,0.7999999326340882,1.0,0.0,0.2,1.0,0.0
41.0,0.8,0.04,0.7999999326340882,1.0,0.0,0.2,1.0,0.0
51.0,0.8,0.04,0.7999999326340882,1.0,0.0,0.2,1.0,0.0
3.0,0.8,0.07,0.7995109756477677,0.894,0.0,0.094,0.897,0.003
5.0,0.8,0.07,0.7995109756477677,0.94,0.023,0.14,0.944,0.004
7.0,0.8,0.07,0.7995109756477677,0.98,0.02,0.18,0.977,-0.003
9.0,0.8,0.07,0.7995109756477677,0.977,-0.002,0.177,0.98,0.003
11.0,0.8,0.07,0.7995109756477677,0.987,0.005,0.187,0.992,0.005
21.0,0.8,0.07,0.7995109756477677,0.998,0.006,0.198,0.999,0.001
31.0,0.8,0.07,0.7995109756477677,1.0,0.001,0.2,1.0,0.0
41.0,0.8,0.07,0.7995109756477677,1.0,0.0,0.2,1.0,0.0
51.0,0.8,0.07,0.7995109756477677,1.0,0.0,0.2,1.0,0.0
3.0,0.8,0.08,0.7985735878490882,0.91,0.0,0.111,0.913,0.003
5.0,0.8,0.08,0.7985735878490882,0.939,0.014,0.14,0.945,0.006
7.0,0.8,0.08,0.7985735878490882,0.975,0.018,0.176,0.982,0.007
9.0,0.8,0.08,0.7985735878490882,0.98,0.003,0.181,0.985,0.005
11.0,0.8,0.08,0.7985735878490882,0.991,0.006,0.192,0.994,0.003
21.0,0.8,0.08,0.7985735878490882,0.998,0.004,0.199,0.999,0.001
31.0,0.8,0.08,0.7985735878490882,1.0,0.001,0.201,1.0,0.0
41.0,0.8,0.08,0.7985735878490882,1.0,0.0,0.201,1.0,0.0
51.0,0.8,0.08,0.7985735878490882,1.0,0.0,0.201,1.0,0.0
3.0,0.8,0.09,0.7969865407866559,0.896,0.0,0.099,0.906,0.01
5.0,0.8,0.09,0.7969865407866559,0.932,0.018,0.135,0.942,0.01
7.0,0.8,0.09,0.7969865407866559,0.967,0.017,0.17,0.976,0.009
9.0,0.8,0.09,0.7969865407866559,0.974,0.004,0.177,0.971,-0.003
11.0,0.8,0.09,0.7969865407866559,0.99,0.008,0.193,0.992,0.002
21.0,0.8,0.09,0.7969865407866559,1.0,0.005,0.203,1.0,0.0
31.0,0.8,0.09,0.7969865407866559,1.0,0.0,0.203,1.0,0.0
41.0,0.8,0.09,0.7969865407866559,1.0,0.0,0.203,1.0,0.0
51.0,0.8,0.09,0.7969865407866559,1.0,0.0,0.203,1.0,0.0
3.0,0.8,0.12,0.7894645495748632,0.877,0.0,0.088,0.887,0.01
5.0,0.8,0.12,0.7894645495748632,0.937,0.03,0.148,0.952,0.015
7.0,0.8,0.12,0.7894645495748632,0.944,0.003,0.155,0.963,0.019
9.0,0.8,0.12,0.7894645495748632,0.978,0.017,0.189,0.984,0.006
11.0,0.8,0.12,0.7894645495748632,0.978,0.0,0.189,0.993,0.015
21.0,0.8,0.12,0.7894645495748632,1.0,0.011,0.211,0.998,-0.002
31.0,0.8,0.12,0.7894645495748632,1.0,0.0,0.211,1.0,0.0
41.0,0.8,0.12,0.7894645495748632,1.0,0.0,0.211,1.0,0.0
51.0,0.8,0.12,0.7894645495748632,1.0,0.0,0.211,1.0,0.0
3.0,0.8,0.13,0.7866275716976086,0.891,0.0,0.104,0.911,0.02
5.0,0.8,0.13,0.7866275716976086,0.929,0.019,0.142,0.957,0.028
7.0,0.8,0.13,0.7866275716976086,0.96,0.015,0.173,0.971,0.011
9.0,0.8,0.13,0.7866275716976086,0.981,0.011,0.194,0.985,0.004
11.0,0.8,0.13,0.7866275716976086,0.987,0.003,0.2,0.994,0.007
21.0,0.8,0.13,0.7866275716976086,0.998,0.006,0.211,0.999,0.001
31.0,0.8,0.13,0.7866275716976086,1.0,0.001,0.213,1.0,0.0
41.0,0.8,0.13,0.7866275716976086,1.0,0.0,0.213,1.0,0.0
51.0,0.8,0.13,0.7866275716976086,1.0,0.0,0.213,1.0,0.0
3.0,0.8,0.14,0.7838546536945905,0.872,0.0,0.088,0.904,0.032
5.0,0.8,0.14,0.7838546536945905,0.926,0.027,0.142,0.955,0.029
7.0,0.8,0.14,0.7838546536945905,0.954,0.014,0.17,0.972,0.018
9.0,0.8,0.14,0.7838546536945905,0.967,0.007,0.183,0.982,0.015
11.0,0.8,0.14,0.7838546536945905,0.983,0.008,0.199,0.991,0.008
21.0,0.8,0.14,0.7838546536945905,1.0,0.009,0.216,1.0,0.0
31.0,0.8,0.14,0.7838546536945905,0.999,-0.001,0.215,0.999,0.0
41.0,0.8,0.14,0.7838546536945905,1.0,0.001,0.216,1.0,0.0
51.0,0.8,0.14,0.7838546536945905,1.0,0.0,0.216,1.0,0.0
3.0,0.85,0.02,0.8499999999999929,0.938,0.0,0.088,0.938,0.0
5.0,0.85,0.02,0.8499999999999929,0.974,0.018,0.124,0.974,0.0
7.0,0.85,0.02,0.8499999999999929,0.991,0.009,0.141,0.991,0.0
9.0,0.85,0.02,0.8499999999999929,0.99,-0.001,0.14,0.99,0.0
11.0,0.85,0.02,0.8499999999999929,0.994,0.002,0.144,0.994,0.0
21.0,0.85,0.02,0.8499999999999929,1.0,0.003,0.15,1.0,0.0
31.0,0.85,0.02,0.8499999999999929,1.0,0.0,0.15,1.0,0.0
41.0,0.85,0.02,0.8499999999999929,1.0,0.0,0.15,1.0,0.0
51.0,0.85,0.02,0.8499999999999929,1.0,0.0,0.15,1.0,0.0
3.0,0.85,0.03,0.8499999473386991,0.936,0.0,0.086,0.936,0.0
5.0,0.85,0.03,0.8499999473386991,0.976,0.02,0.126,0.976,0.0
7.0,0.85,0.03,0.8499999473386991,0.99,0.007,0.14,0.991,0.001
9.0,0.85,0.03,0.8499999473386991,0.99,0.0,0.14,0.99,0.0
11.0,0.85,0.03,0.8499999473386991,0.997,0.004,0.147,0.997,0.0
21.0,0.85,0.03,0.8499999473386991,1.0,0.002,0.15,1.0,0.0
31.0,0.85,0.03,0.8499999473386991,1.0,0.0,0.15,1.0,0.0
41.0,0.85,0.03,0.8499999473386991,1.0,0.0,0.15,1.0,0.0
51.0,0.85,0.03,0.8499999473386991,1.0,0.0,0.15,1.0,0.0
3.0,0.85,0.04,0.8499845133035432,0.954,0.0,0.104,0.954,0.0
5.0,0.85,0.04,0.8499845133035432,0.973,0.01,0.123,0.973,0.0
7.0,0.85,0.04,0.8499845133035432,0.985,0.006,0.135,0.987,0.002
9.0,0.85,0.04,0.8499845133035432,0.998,0.007,0.148,0.998,0.0
11.0,0.85,0.04,0.8499845133035432,0.998,0.0,0.148,0.997,-0.001
21.0,0.85,0.04,0.8499845133035432,1.0,0.001,0.15,1.0,0.0
31.0,0.85,0.04,0.8499845133035432,1.0,0.0,0.15,1.0,0.0
41.0,0.85,0.04,0.8499845133035432,1.0,0.0,0.15,1.0,0.0
51.0,0.85,0.04,0.8499845133035432,1.0,0.0,0.15,1.0,0.0
3.0,0.85,0.07,0.8470526830523548,0.926,0.0,0.079,0.924,-0.002
5.0,0.85,0.07,0.8470526830523548,0.975,0.024,0.128,0.983,0.008
7.0,0.85,0.07,0.8470526830523548,0.985,0.005,0.138,0.988,0.003
9.0,0.85,0.07,0.8470526830523548,0.99,0.003,0.143,0.993,0.003
11.0,0.85,0.07,0.8470526830523548,0.996,0.003,0.149,0.995,-0.001
21.0,0.85,0.07,0.8470526830523548,1.0,0.002,0.153,1.0,0.0
31.0,0.85,0.07,0.8470526830523548,1.0,0.0,0.153,1.0,0.0
41.0,0.85,0.07,0.8470526830523548,1.0,0.0,0.153,1.0,0.0
51.0,0.85,0.07,0.8470526830523548,1.0,0.0,0.153,1.0,0.0
3.0,0.85,0.08,0.8441876231488713,0.937,0.0,0.093,0.938,0.001
5.0,0.85,0.08,0.8441876231488713,0.974,0.018,0.13,0.974,0.0
7.0,0.85,0.08,0.8441876231488713,0.993,0.01,0.149,0.996,0.003
9.0,0.85,0.08,0.8441876231488713,0.995,0.001,0.151,0.993,-0.002
11.0,0.85,0.08,0.8441876231488713,0.998,0.002,0.154,0.998,0.0
21.0,0.85,0.08,0.8441876231488713,1.0,0.001,0.156,1.0,0.0
31.0,0.85,0.08,0.8441876231488713,1.0,0.0,0.156,1.0,0.0
41.0,0.85,0.08,0.8441876231488713,1.0,0.0,0.156,1.0,0.0
51.0,0.85,0.08,0.8441876231488713,1.0,0.0,0.156,1.0,0.0
3.0,0.85,0.09,0.8404313030479188,0.928,0.0,0.088,0.934,0.006
5.0,0.85,0.09,0.8404313030479188,0.975,0.023,0.135,0.981,0.006
7.0,0.85,0.09,0.8404313030479188,0.989,0.007,0.149,0.99,0.001
9.0,0.85,0.09,0.8404313030479188,0.996,0.004,0.156,0.998,0.002
11.0,0.85,0.09,0.8404313030479188,0.996,0.0,0.156,0.997,0.001
21.0,0.85,0.09,0.8404313030479188,0.999,0.002,0.159,1.0,0.001
31.0,0.85,0.09,0.8404313030479188,1.0,0.001,0.16,1.0,0.0
41.0,0.85,0.09,0.8404313030479188,1.0,0.0,0.16,1.0,0.0
51.0,0.85,0.09,0.8404313030479188,1.0,0.0,0.16,1.0,0.0
3.0,0.85,0.12,0.8259266896236936,0.929,0.0,0.103,0.935,0.006
5.0,0.85,0.12,0.8259266896236936,0.953,0.012,0.127,0.971,0.018
7.0,0.85,0.12,0.8259266896236936,0.985,0.016,0.159,0.993,0.008
9.0,0.85,0.12,0.8259266896236936,0.986,0.001,0.16,0.992,0.006
11.0,0.85,0.12,0.8259266896236936,0.995,0.005,0.169,0.998,0.003
21.0,0.85,0.12,0.8259266896236936,0.999,0.002,0.173,1.0,0.001
31.0,0.85,0.12,0.8259266896236936,1.0,0.001,0.174,1.0,0.0
41.0,0.85,0.12,0.8259266896236936,1.0,0.0,0.174,1.0,0.0
51.0,0.85,0.12,0.8259266896236936,1.0,0.0,0.174,1.0,0.0
3.0,0.85,0.13,0.8207316781109555,0.918,0.0,0.097,0.932,0.014
5.0,0.85,0.13,0.8207316781109555,0.964,0.023,0.143,0.979,0.015
7.0,0.85,0.13,0.8207316781109555,0.973,0.005,0.152,0.986,0.013
9.0,0.85,0.13,0.8207316781109555,0.985,0.006,0.164,0.995,0.01
11.0,0.85,0.13,0.8207316781109555,0.993,0.004,0.172,0.997,0.004
21.0,0.85,0.13,0.8207316781109555,1.0,0.004,0.179,1.0,0.0
31.0,0.85,0.13,0.8207316781109555,1.0,0.0,0.179,1.0,0.0
41.0,0.85,0.13,0.8207316781109555,1.0,0.0,0.179,1.0,0.0
51.0,0.85,0.13,0.8207316781109555,1.0,0.0,0.179,1.0,0.0
3.0,0.85,0.14,0.8156461282922116,0.892,0.0,0.076,0.91,0.018
5.0,0.85,0.14,0.8156461282922116,0.955,0.031,0.139,0.974,0.019
7.0,0.85,0.14,0.8156461282922116,0.973,0.009,0.157,0.991,0.018
9.0,0.85,0.14,0.8156461282922116,0.983,0.005,0.167,0.991,0.008
11.0,0.85,0.14,0.8156461282922116,0.988,0.003,0.172,0.995,0.007
21.0,0.85,0.14,0.8156461282922116,1.0,0.006,0.184,1.0,0.0
31.0,0.85,0.14,0.8156461282922116,1.0,0.0,0.184,1.0,0.0
41.0,0.85,0.14,0.8156461282922116,1.0,0.0,0.184,1.0,0.0
51.0,0.85,0.14,0.8156461282922116,1.0,0.0,0.184,1.0,0.0
3.0,0.9,0.02,0.8999999618679678,0.975,0.0,0.075,0.975,0.0
5.0,0.9,0.02,0.8999999618679678,0.994,0.01,0.094,0.994,0.0
7.0,0.9,0.02,0.8999999618679678,0.995,0.001,0.095,0.995,0.0
9.0,0.9,0.02,0.8999999618679678,0.999,0.002,0.099,0.999,0.0
11.0,0.9,0.02,0.8999999618679678,0.999,0.0,0.099,0.999,0.0
21.0,0.9,0.02,0.8999999618679678,1.0,0.001,0.1,1.0,0.0
31.0,0.9,0.02,0.8999999618679678,1.0,0.0,0.1,1.0,0.0
41.0,0.9,0.02,0.8999999618679678,1.0,0.0,0.1,1.0,0.0
51.0,0.9,0.02,0.8999999618679678,1.0,0.0,0.1,1.0,0.0
3.0,0.9,0.03,0.8999482979378033,0.972,0.0,0.072,0.972,0.0
5.0,0.9,0.03,0.8999482979378033,0.99,0.009,0.09,0.99,0.0
7.0,0.9,0.03,0.8999482979378033,1.0,0.005,0.1,1.0,0.0
9.0,0.9,0.03,0.8999482979378033,0.999,-0.001,0.099,0.999,0.0
11.0,0.9,0.03,0.8999482979378033,0.999,0.0,0.099,0.999,0.0
21.0,0.9,0.03,0.8999482979378033,1.0,0.001,0.1,1.0,0.0
31.0,0.9,0.03,0.8999482979378033,1.0,0.0,0.1,1.0,0.0
41.0,0.9,0.03,0.8999482979378033,1.0,0.0,0.1,1.0,0.0
51.0,0.9,0.03,0.8999482979378033,1.0,0.0,0.1,1.0,0.0
3.0,0.9,0.04,0.8992488782186222,0.972,0.0,0.073,0.971,-0.001
5.0,0.9,0.04,0.8992488782186222,0.991,0.01,0.092,0.992,0.001
7.0,0.9,0.04,0.8992488782186222,0.997,0.003,0.098,0.996,-0.001
9.0,0.9,0.04,0.8992488782186222,0.999,0.001,0.1,0.999,0.0
11.0,0.9,0.04,0.8992488782186222,1.0,0.001,0.101,1.0,0.0
21.0,0.9,0.04,0.8992488782186222,1.0,0.0,0.101,1.0,0.0
31.0,0.9,0.04,0.8992488782186222,1.0,0.0,0.101,1.0,0.0
41.0,0.9,0.04,0.8992488782186222,1.0,0.0,0.101,1.0,0.0
51.0,0.9,0.04,0.8992488782186222,1.0,0.0,0.101,1.0,0.0
3.0,0.9,0.07,0.8888509108334456,0.959,0.0,0.07,0.958,-0.001
5.0,0.9,0.07,0.8888509108334456,0.993,0.017,0.104,0.994,0.001
7.0,0.9,0.07,0.8888509108334456,0.999,0.003,0.11,0.998,-0.001
9.0,0.9,0.07,0.8888509108334456,0.999,0.0,0.11,0.999,0.0
11.0,0.9,0.07,0.8888509108334456,1.0,0.001,0.111,1.0,0.0
21.0,0.9,0.07,0.8888509108334456,1.0,0.0,0.111,1.0,0.0
31.0,0.9,0.07,0.8888509108334456,1.0,0.0,0.111,1.0,0.0
41.0,0.9,0.07,0.8888509108334456,1.0,0.0,0.111,1.0,0.0
51.0,0.9,0.07,0.8888509108334456,1.0,0.0,0.111,1.0,0.0
3.0,0.9,0.08,0.8833633060987617,0.958,0.0,0.075,0.962,0.004
5.0,0.9,0.08,0.8833633060987617,0.995,0.019,0.112,0.997,0.002
7.0,0.9,0.08,0.8833633060987617,0.996,0.001,0.113,0.998,0.002
9.0,0.9,0.08,0.8833633060987617,0.999,0.002,0.116,0.998,-0.001
11.0,0.9,0.08,0.8833633060987617,0.998,-0.001,0.115,1.0,0.002
21.0,0.9,0.08,0.8833633060987617,1.0,0.001,0.117,1.0,0.0
31.0,0.9,0.08,0.8833633060987617,1.0,0.0,0.117,1.0,0.0
41.0,0.9,0.08,0.8833633060987617,1.0,0.0,0.117,1.0,0.0
51.0,0.9,0.08,0.8833633060987617,1.0,0.0,0.117,1.0,0.0
3.0,0.9,0.09,0.8773179522794626,0.953,0.0,0.076,0.958,0.005
5.0,0.9,0.09,0.8773179522794626,0.978,0.013,0.101,0.984,0.006
7.0,0.9,0.09,0.8773179522794626,0.996,0.009,0.119,0.998,0.002
9.0,0.9,0.09,0.8773179522794626,0.998,0.001,0.121,0.999,0.001
11.0,0.9,0.09,0.8773179522794626,0.998,0.0,0.121,0.999,0.001
21.0,0.9,0.09,0.8773179522794626,1.0,0.001,0.123,1.0,0.0
31.0,0.9,0.09,0.8773179522794626,1.0,0.0,0.123,1.0,0.0
41.0,0.9,0.09,0.8773179522794626,1.0,0.0,0.123,1.0,0.0
51.0,0.9,0.09,0.8773179522794626,1.0,0.0,0.123,1.0,0.0
3.0,0.9,0.12,0.8573847087568932,0.94,0.0,0.083,0.946,0.006
5.0,0.9,0.12,0.8573847087568932,0.975,0.018,0.118,0.982,0.007
7.0,0.9,0.12,0.8573847087568932,0.987,0.006,0.13,0.991,0.004
9.0,0.9,0.12,0.8573847087568932,0.995,0.004,0.138,0.997,0.002
11.0,0.9,0.12,0.8573847087568932,0.998,0.002,0.141,0.999,0.001
21.0,0.9,0.12,0.8573847087568932,1.0,0.001,0.143,1.0,0.0
31.0,0.9,0.12,0.8573847087568932,1.0,0.0,0.143,1.0,0.0
41.0,0.9,0.12,0.8573847087568932,1.0,0.0,0.143,1.0,0.0
51.0,0.9,0.12,0.8573847087568932,1.0,0.0,0.143,1.0,0.0
3.0,0.9,0.13,0.8505761626409583,0.933,0.0,0.082,0.94,0.007
5.0,0.9,0.13,0.8505761626409583,0.967,0.017,0.116,0.975,0.008
7.0,0.9,0.13,0.8505761626409583,0.987,0.01,0.136,0.992,0.005
9.0,0.9,0.13,0.8505761626409583,0.994,0.004,0.143,0.995,0.001
11.0,0.9,0.13,0.8505761626409583,1.0,0.003,0.149,1.0,0.0
21.0,0.9,0.13,0.8505761626409583,1.0,0.0,0.149,1.0,0.0
31.0,0.9,0.13,0.8505761626409583,1.0,0.0,0.149,1.0,0.0
41.0,0.9,0.13,0.8505761626409583,1.0,0.0,0.149,1.0,0.0
51.0,0.9,0.13,0.8505761626409583,1.0,0.0,0.149,1.0,0.0
3.0,0.9,0.14,0.8438918166877554,0.932,0.0,0.088,0.944,0.012
5.0,0.9,0.14,0.8438918166877554,0.975,0.021,0.131,0.988,0.013
7.0,0.9,0.14,0.8438918166877554,0.983,0.004,0.139,0.99,0.007
9.0,0.9,0.14,0.8438918166877554,0.993,0.005,0.149,0.999,0.006
11.0,0.9,0.14,0.8438918166877554,0.998,0.003,0.154,1.0,0.002
21.0,0.9,0.14,0.8438918166877554,1.0,0.001,0.156,1.0,0.0
31.0,0.9,0.14,0.8438918166877554,1.0,0.0,0.156,1.0,0.0
41.0,0.9,0.14,0.8438918166877554,1.0,0.0,0.156,1.0,0.0
51.0,0.9,0.14,0.8438918166877554,1.0,0.0,0.156,1.0,0.0
3.0,0.95,0.02,0.949600398635246,0.996,0.0,0.046,0.996,0.0
5.0,0.95,0.02,0.949600398635246,1.0,0.002,0.05,1.0,0.0
7.0,0.95,0.02,0.949600398635246,1.0,0.0,0.05,1.0,0.0
9.0,0.95,0.02,0.949600398635246,1.0,0.0,0.05,1.0,0.0
11.0,0.95,0.02,0.949600398635246,1.0,0.0,0.05,1.0,0.0
21.0,0.95,0.02,0.949600398635246,1.0,0.0,0.05,1.0,0.0
31.0,0.95,0.02,0.949600398635246,1.0,0.0,0.05,1.0,0.0
41.0,0.95,0.02,0.949600398635246,1.0,0.0,0.05,1.0,0.0
51.0,0.95,0.02,0.949600398635246,1.0,0.0,0.05,1.0,0.0
3.0,0.95,0.03,0.9466768051121724,0.993,0.0,0.046,0.994,0.001
5.0,0.95,0.03,0.9466768051121724,0.998,0.003,0.051,0.998,0.0
7.0,0.95,0.03,0.9466768051121724,1.0,0.001,0.053,1.0,0.0
9.0,0.95,0.03,0.9466768051121724,1.0,0.0,0.053,1.0,0.0
11.0,0.95,0.03,0.9466768051121724,1.0,0.0,0.053,1.0,0.0
21.0,0.95,0.03,0.9466768051121724,1.0,0.0,0.053,1.0,0.0
31.0,0.95,0.03,0.9466768051121724,1.0,0.0,0.053,1.0,0.0
41.0,0.95,0.03,0.9466768051121724,1.0,0.0,0.053,1.0,0.0
51.0,0.95,0.03,0.9466768051121724,1.0,0.0,0.053,1.0,0.0
3.0,0.95,0.04,0.9415303816638694,0.991,0.0,0.049,0.991,0.0
5.0,0.95,0.04,0.9415303816638694,1.0,0.005,0.058,1.0,0.0
7.0,0.95,0.04,0.9415303816638694,1.0,0.0,0.058,1.0,0.0
9.0,0.95,0.04,0.9415303816638694,1.0,0.0,0.058,1.0,0.0
11.0,0.95,0.04,0.9415303816638694,1.0,0.0,0.058,1.0,0.0
21.0,0.95,0.04,0.9415303816638694,1.0,0.0,0.058,1.0,0.0
31.0,0.95,0.04,0.9415303816638694,1.0,0.0,0.058,1.0,0.0
41.0,0.95,0.04,0.9415303816638694,1.0,0.0,0.058,1.0,0.0
51.0,0.95,0.04,0.9415303816638694,1.0,0.0,0.058,1.0,0.0
3.0,0.95,0.07,0.9211652675108348,0.976,0.0,0.055,0.977,0.001
5.0,0.95,0.07,0.9211652675108348,0.993,0.009,0.072,0.994,0.001
7.0,0.95,0.07,0.9211652675108348,1.0,0.004,0.079,1.0,0.0
9.0,0.95,0.07,0.9211652675108348,1.0,0.0,0.079,1.0,0.0
11.0,0.95,0.07,0.9211652675108348,1.0,0.0,0.079,1.0,0.0
21.0,0.95,0.07,0.9211652675108348,1.0,0.0,0.079,1.0,0.0
31.0,0.95,0.07,0.9211652675108348,1.0,0.0,0.079,1.0,0.0
41.0,0.95,0.07,0.9211652675108348,1.0,0.0,0.079,1.0,0.0
51.0,0.95,0.07,0.9211652675108348,1.0,0.0,0.079,1.0,0.0
3.0,0.95,0.08,0.9137527922706667,0.981,0.0,0.067,0.983,0.002
5.0,0.95,0.08,0.9137527922706667,0.996,0.008,0.082,0.998,0.002
7.0,0.95,0.08,0.9137527922706667,0.999,0.002,0.085,1.0,0.001
9.0,0.95,0.08,0.9137527922706667,1.0,0.001,0.086,1.0,0.0
